"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Ethnicity"	"Ethnicity Code"	"Race"	"Race Code"	Population
	"Trinity County, CA"	"06105"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	6
	"Trinity County, CA"	"06105"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	29
	"Trinity County, CA"	"06105"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	333
	"Trinity County, CA"	"06105"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	328
	"Trinity County, CA"	"06105"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	115
	"Trinity County, CA"	"06105"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	104
	"Trinity County, CA"	"06105"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	5307
	"Tulare County, CA"	"06107"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	5464
	"Tulare County, CA"	"06107"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	2158
	"Tulare County, CA"	"06107"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	2603
	"Tulare County, CA"	"06107"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	140631
	"Tulare County, CA"	"06107"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1930
	"Tulare County, CA"	"06107"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	8849
	"Tulare County, CA"	"06107"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	3333
	"Tulare County, CA"	"06107"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	68238
	"Tulare County, CA"	"06107"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	5734
	"Tulare County, CA"	"06107"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	2230
	"Tulare County, CA"	"06107"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	2480
	"Tulare County, CA"	"06107"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	144524
	"Tulare County, CA"	"06107"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1738
	"Tulare County, CA"	"06107"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	8062
	"Tulare County, CA"	"06107"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	3695
	"Tulare County, CA"	"06107"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	64526
	"Tuolumne County, CA"	"06109"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	299
	"Tuolumne County, CA"	"06109"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	66
	"Tuolumne County, CA"	"06109"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	78
	"Tuolumne County, CA"	"06109"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	2485
	"Tuolumne County, CA"	"06109"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	505
	"Tuolumne County, CA"	"06109"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	517
	"Tuolumne County, CA"	"06109"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	260
	"Tuolumne County, CA"	"06109"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	22055
	"Tuolumne County, CA"	"06109"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	296
	"Tuolumne County, CA"	"06109"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	78
	"Tuolumne County, CA"	"06109"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	78
	"Tuolumne County, CA"	"06109"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	3526
	"Tuolumne County, CA"	"06109"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	515
	"Tuolumne County, CA"	"06109"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	440
	"Tuolumne County, CA"	"06109"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	989
	"Tuolumne County, CA"	"06109"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	22291
	"Ventura County, CA"	"06111"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	7253
	"Ventura County, CA"	"06111"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	3393
	"Ventura County, CA"	"06111"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	2988
	"Ventura County, CA"	"06111"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	168640
	"Ventura County, CA"	"06111"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1685
	"Ventura County, CA"	"06111"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	37797
	"Ventura County, CA"	"06111"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	8508
	"Ventura County, CA"	"06111"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	197030
	"Ventura County, CA"	"06111"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	7849
	"Ventura County, CA"	"06111"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	3285
	"Ventura County, CA"	"06111"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	3164
	"Ventura County, CA"	"06111"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	169263
	"Ventura County, CA"	"06111"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1617
	"Ventura County, CA"	"06111"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	32342
	"Ventura County, CA"	"06111"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	9773
	"Ventura County, CA"	"06111"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	191419
	"Yolo County, CA"	"06113"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	1749
	"Yolo County, CA"	"06113"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	1143
	"Yolo County, CA"	"06113"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	791
	"Yolo County, CA"	"06113"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	31874
	"Yolo County, CA"	"06113"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	799
	"Yolo County, CA"	"06113"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	19157
	"Yolo County, CA"	"06113"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	3370
	"Yolo County, CA"	"06113"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	54741
	"Yolo County, CA"	"06113"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	1612
	"Yolo County, CA"	"06113"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	998
	"Yolo County, CA"	"06113"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	725
	"Yolo County, CA"	"06113"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	31500
	"Yolo County, CA"	"06113"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	681
	"Yolo County, CA"	"06113"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	16926
	"Yolo County, CA"	"06113"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	3439
	"Yolo County, CA"	"06113"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	50995
	"Yuba County, CA"	"06115"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	705
	"Yuba County, CA"	"06115"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	385
	"Yuba County, CA"	"06115"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	434
	"Yuba County, CA"	"06115"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	9720
	"Yuba County, CA"	"06115"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	864
	"Yuba County, CA"	"06115"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	3103
	"Yuba County, CA"	"06115"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	1715
	"Yuba County, CA"	"06115"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	21923
	"Yuba County, CA"	"06115"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	683
	"Yuba County, CA"	"06115"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	399
	"Yuba County, CA"	"06115"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	439
	"Yuba County, CA"	"06115"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	10160
	"Yuba County, CA"	"06115"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	681
	"Yuba County, CA"	"06115"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	3039
	"Yuba County, CA"	"06115"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	2085
	"Yuba County, CA"	"06115"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	22333
"---"
"Dataset: Bridged-Race Population Estimates 1990-2019"
"Query Parameters:"
"Ethnicity: Hispanic or Latino; Not Hispanic or Latino"
"Gender: Female; Male"
"Race: American Indian or Alaska Native; Asian or Pacific Islander; Black or African American; White"
"States: California (06)"
"Yearly July 1st Estimates: 2019"
"Group By: County; Gender; Ethnicity; Race"
"Show Totals: False"
"Show Zero Values: True"
"Data Table: Default"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/bridged-race.html for more information."
"---"
"Query Date: Oct 2, 2020 9:21:35 PM"
"---"
"Suggested Citation: United States Department of Health and Human Services (US DHHS), Centers for Disease Control and Prevention"
"(CDC), National Center for Health Statistics (NCHS), Bridged-Race Population Estimates, United States July 1st resident"
"population by state, county, age, sex, bridged-race, and Hispanic origin. Compiled from 1990-1999 bridged-race intercensal"
"population estimates (released by NCHS on 7/26/2004); revised bridged-race 2000-2009 intercensal population estimates (released"
"by NCHS on 10/26/2012); and bridged-race Vintage 2019 (2010-2019) postcensal population estimates (released by NCHS on"
"7/9/2020). Available on CDC WONDER Online Database. Accessed at http://wonder.cdc.gov/bridged-race-v2019.html on Oct 2, 2020"
"9:21:35 PM"
"---"
Footnotes:
"1. Estimates for 1990-1999 are bridged-race intercensal population estimates of the July 1 resident population. Estimates for"
"2000-2009 are revised bridged-race intercensal estimates of the July 1 resident population. Estimates for 2010-2019 are"
"bridged-race Vintage 2019 postcensal estimates of the July 1 resident population. These estimates were prepared by the Census"
"Bureau in collaboration with NCHS."
"---"
Caveats:
"1. County geography changes over time. New counties are created and old counties are deleted or their boundaries are modified."
"The county codes and names for years 1990-1999 are based on Census 2000 geography; those for year 2000 and later are based on"
"Census 2010 geography."
